Price,Close,High,Low,Open,Volume
2020-04-20,1151.924560546875,1167.5497618203065,1151.924560546875,1157.132960971352,22320000
2020-04-21,1138.9034423828125,1155.2231377542428,1138.2089466782195,1149.1466712171393,22528000
2020-04-22,1128.4866943359375,1133.5215235121204,1119.9795984079517,1129.3547610238882,23568000
2020-04-23,1140.6396484375,1141.1604672665828,1130.7436668242312,1137.6882004524655,17181000
2020-04-24,1135.9517822265625,1140.6393624433315,1119.284948083769,1119.8057667822661,24035000
2020-04-27,1156.0911865234375,1158.0008907337838,1135.7784060776528,1138.208929075806,21065000
2020-04-28,1160.60498046875,1168.4175794397438,1148.452048736093,1151.403496207055,19544000
2020-04-30,1157.3062744140625,1193.591498349963,1156.6118847577516,1184.0427663631635,40368500
2020-05-01,1127.4449462890625,1150.8827445685365,1121.1948031687725,1146.3687346541335,30841000
2020-05-07,1113.5560302734375,1121.0213828688584,1106.437819593711,1108.0003820750396,29652000
2020-05-08,1127.0977783203125,1130.3963680661368,1114.771168105962,1119.4587492870482,27246000
2020-05-11,1155.9173583984375,1158.8688057634495,1142.7227896626969,1149.3200740305672,25900000
2020-05-12,1133.174072265625,1155.3965542957126,1125.8822922025088,1147.583955506335,39047000
2020-05-13,1108.34716796875,1121.5417342205867,1106.2637875171097,1113.2083183791567,40657500
2020-05-14,1083.867919921875,1098.2778040808432,1083.867919921875,1093.7639002120636,32473000
2020-05-15,1084.909423828125,1097.2359242621037,1077.791215803672,1093.7636586789959,27393000
2020-05-18,1086.298828125,1093.7641815041336,1084.7362654796336,1090.2919142612634,21725000
2020-05-19,1116.507080078125,1121.8891559098013,1100.3610645133924,1101.7499497081271,35095000
2020-05-20,1113.7294921875,1116.507263032143,1108.8683402267918,1111.4725401305818,21370500
2020-05-21,1104.528076171875,1118.9379620148738,1103.139190662641,1118.243466277671,17638000
2020-05-22,1091.8541259765625,1117.3751972368466,1090.2915638334152,1114.5974267214215,23268500
2020-05-25,1108.1737060546875,1110.2570869104113,1100.0138595161075,1108.5209538581669,15351500
2020-05-26,1154.35498046875,1159.7369508786803,1115.639126228667,1118.0697550387279,38703000
2020-05-27,1170.1536865234375,1176.2301522546422,1144.458938338802,1152.7923558628524,38496500
2020-05-28,1210.605712890625,1211.8210273775899,1185.0845325250264,1187.3415905573179,48670500
2020-05-29,1172.7579345703125,1205.7444641881302,1172.7579345703125,1197.9318650681207,109161500
2020-06-01,1166.681396484375,1184.042726789202,1160.6049308776855,1177.9662611825127,22533500
2020-06-02,1176.0567626953125,1191.8555336467325,1175.015019115937,1177.9664669764136,29813500
2020-06-03,1200.5360107421875,1204.3555246664296,1190.9872789141584,1197.931811152725,32221500
2020-06-04,1210.779296875,1232.654532100868,1203.661087406309,1216.508515056522,39300000
2020-06-05,1226.92529296875,1226.92529296875,1204.8763812259076,1205.9180187083402,26825500
2020-06-08,1244.28662109375,1245.5019354637457,1233.6961455439655,1243.0713067237543,31710500
2020-06-09,1236.30029296875,1237.689284170142,1218.7653916852646,1232.654455977974,29232500
2020-06-10,1231.61279296875,1239.598962385172,1217.2028042921534,1225.8834692948506,23854000
2020-06-11,1198.800048828125,1225.1892962951447,1198.800048828125,1205.5710111134385,29786000
2020-06-12,1189.77197265625,1196.369257134644,1163.7299765848372,1170.5009379494659,36581500
2020-06-15,1163.209228515625,1197.0638254649602,1163.209228515625,1184.0428266382928,21524000
2020-06-16,1218.9390869140625,1225.1892300622815,1188.0359369042146,1194.4596509877333,36452000
2020-06-17,1205.5709228515625,1216.161292865901,1198.7999610619624,1215.2932262757042,23684000
2020-06-18,1195.675048828125,1204.8765343092105,1188.0360197692034,1194.4597343007733,17525500
2020-06-19,1189.4248046875,1200.0152807131715,1184.91090078486,1199.320785051922,29101500
2020-06-22,1183.695556640625,1192.7234701843972,1177.0982718850382,1180.3969672454105,14133000
2020-06-23,1197.2374267578125,1209.9112840426315,1185.2581711125874,1194.8069038276271,25700000
2020-06-24,1211.3001708984375,1217.3766371790293,1197.06385727659,1197.2374282128276,26051000
2020-06-25,1179.7025146484375,1195.848532287238,1179.3552668138602,1193.9388281448064,29914500
2020-06-26,1192.376220703125,1198.6263635932653,1184.216373742895,1184.563621564318,23512000
2020-06-29,1173.452392578125,1181.785810179179,1169.6328786044721,1177.0982296644756,25504000
2020-06-30,1173.97314453125,1194.1122447519986,1171.8897637582058,1192.7233595583518,23943500
2020-07-01,1155.5701904296875,1176.230217446922,1153.313238511751,1173.6260177034972,25141000
2020-07-02,1176.5775146484375,1184.2164373039623,1156.6119824443101,1158.1744387768395,28370500
2020-07-03,1173.799560546875,1178.8343889830862,1165.4661427603498,1176.4037602279864,19218500
2020-07-06,1190.8138427734375,1190.8138427734375,1175.0149665634522,1181.4386808042082,20675000
2020-07-07,1175.3621826171875,1191.6818771695766,1171.5426683639516,1190.9873814998384,21976000
2020-07-08,1168.0703125,1183.8691870728594,1167.7230646917217,1175.1885216916685,23367000
2020-07-09,1164.771484375,1173.104900238982,1159.9102279863064,1163.2089225407583,20008500
2020-07-10,1140.292236328125,1158.5216344766818,1140.292236328125,1157.1327491441093,33231500
2020-07-13,1173.97314453125,1175.5356006371721,1148.9727871850157,1158.8687663831147,26204500
2020-07-14,1170.8482666015625,1179.3552556598563,1162.341171578108,1162.5147425111743,20668000
2020-07-15,1186.64697265625,1192.7234385001373,1179.7024402632362,1180.570506812363,23768000
2020-07-16,1178.83447265625,1190.813834425715,1175.0149583264813,1180.3970349618894,26943000
2020-07-17,1182.8275146484375,1190.6401139604684,1181.6122002290897,1183.1747624775599,16074000
2020-07-20,1179.5286865234375,1185.2579036666673,1175.3619253473767,1177.96612459113,12793000
2020-07-21,1176.230224609375,1187.5150902329335,1172.9315291948865,1185.7789570600785,20404000
2020-07-22,1168.2437744140625,1182.1328364681924,1168.2437744140625,1176.2299427091336,17611000
2020-07-27,1169.633056640625,1171.5427609355609,1151.2299795900306,1151.5772274523379,25582000
2020-07-28,1152.0980224609375,1164.2509556344291,1149.3202515502066,1159.0425557029328,23719000
2020-07-29,1116.8543701171875,1142.0282993477147,1116.8543701171875,1139.0768519690362,32327500
2020-07-30,1117.2015380859375,1132.4794866445113,1114.2500909181672,1130.048964126752,22763000
2020-07-31,1079.353759765625,1107.8262734948773,1079.353759765625,1104.1804370792543,32558500
2020-08-03,1098.97216796875,1100.3610531491408,1085.9511707179354,1095.3263311245807,20577000
2020-08-04,1135.257568359375,1135.778387138497,1110.9517029921533,1111.1252739301394,24323500
2020-08-05,1154.1812744140625,1154.528522230321,1126.5768214465966,1130.3962295299705,26741000
2020-08-06,1180.570556640625,1189.2512224982768,1139.7714271096622,1147.5840263815487,56855000
2020-08-07,1194.112548828125,1205.7446639716422,1182.306862728133,1182.306862728133,38323500
2020-08-11,1241.33544921875,1241.33544921875,1207.4808460582387,1210.0850463013549,47353500
2020-08-12,1257.655029296875,1260.9536190517472,1237.342248099898,1239.772771187935,34724500
2020-08-13,1264.7730712890625,1281.2663371466413,1264.7730712890625,1267.5508421000627,34598000
2020-08-14,1246.71728515625,1259.5647140119079,1244.4603330505718,1257.6550097606034,24891000
2020-08-17,1242.376708984375,1264.5992957374058,1242.376708984375,1252.2726880907799,16037000
2020-08-18,1245.84912109375,1255.0507116719575,1237.1684552389574,1251.7520162610726,21201000
2020-08-19,1249.1475830078125,1249.3211539064,1226.4042851056095,1234.3904538131408,16316500
2020-08-20,1229.876953125,1247.5854291794235,1228.661638541907,1243.7660204399513,14443500
2020-08-21,1229.5296630859375,1246.89099663427,1229.3559861713518,1242.0298444337711,14287000
2020-08-24,1226.5780029296875,1235.4322391210385,1226.5780029296875,1234.737849478372,13343500
2020-08-25,1241.16162109375,1252.2728095830976,1237.3421070021916,1239.5990588855625,20393000
2020-08-26,1236.6475830078125,1245.8490672229866,1231.612860608831,1235.9531933485503,13868500
2020-08-27,1227.9669189453125,1230.571118592149,1222.0641299915758,1229.1822333068671,12679500
2020-08-28,1225.015380859375,1247.0642907644467,1211.4735648906776,1239.9461879757516,28873000
2020-08-31,1216.3348388671875,1237.51568442689,1216.3348388671875,1233.869847208854,22006500
2020-09-01,1211.6473388671875,1215.2931760091528,1202.4457486195652,1213.5570429005684,19728000
2020-09-02,1210.4317626953125,1216.160979521445,1207.6538867433076,1210.4317626953125,14908500
2020-09-03,1213.730712890625,1222.0642372641412,1210.9529420762292,1222.0642372641412,16797000
2020-09-04,1223.2794189453125,1229.3558851880882,1204.529201446351,1206.6125824940493,20013500
2020-09-07,1209.3902587890625,1222.2376859421292,1205.0499260975066,1216.8557157906614,20615500
2020-09-08,1217.8975830078125,1218.5920787555401,1207.6543535372869,1216.1614496036675,21390500
2020-09-09,1195.501220703125,1203.8347444279482,1187.167802943458,1199.3207347494763,35819500
2020-09-10,1207.4805908203125,1207.4805908203125,1199.6679917423953,1207.3070198935327,21490000
2020-09-11,1207.6544189453125,1207.6544189453125,1189.9459420360583,1190.1195129998043,23824500
2020-09-14,1223.453125,1223.9739437830451,1211.6474400686006,1212.515506695397,16699500
2020-09-15,1226.751708984375,1242.2033372566518,1222.4113758702708,1229.182337914339,18899000
2020-09-16,1226.404541015625,1226.9253597852044,1215.6404939286185,1223.1058455330199,15153000
2020-09-17,1218.9390869140625,1229.529563096394,1216.1613161582952,1219.286334749824,16123000
2020-09-18,1221.890380859375,1231.2655414197495,1220.6750665696748,1228.3140941348058,28528000
2020-09-23,1229.35595703125,1232.6546527133105,1213.3836153175218,1226.578186115428,28209500
2020-09-24,1202.7928466796875,1222.5848040394005,1202.7928466796875,1218.4180427115214,24755500
2020-09-25,1220.67529296875,1226.5781886334496,1213.5571887541137,1216.6822075321206,25681000
2020-09-28,1246.3701171875,1246.3701171875,1214.7724704736618,1223.4531368255314,37334000
2020-09-29,1252.3560791015625,1260.6311936247478,1244.4331176891164,1249.891222250471,29231000
2020-09-30,1220.48828125,1246.3699781873556,1219.9601052843495,1234.2213936671535,27261500
2020-10-02,1213.2696533203125,1232.989048776761,1208.1638084675747,1218.37560563511,24475000
2020-10-05,1216.4388427734375,1229.467649505405,1212.3892427793144,1228.5873203696483,20136000
2020-10-06,1225.06591796875,1229.6436936310865,1212.5652881019237,1216.4387575201943,23551000
2020-10-07,1232.989013671875,1232.989013671875,1215.5585605878832,1219.7840761254918,21226000
2020-10-08,1238.4468994140625,1246.1937302571253,1229.8196320952934,1234.2212771636373,24101500
2020-10-09,1226.650390625,1237.5664911882,1223.1290747957116,1237.038207844182,16979500
2020-10-12,1216.7908935546875,1222.7771746877281,1214.854212432732,1220.4883404175844,13191000
2020-10-13,1237.74267578125,1237.74267578125,1222.953104380269,1228.411209106318,18338500
2020-10-14,1221.0166015625,1227.178905968367,1218.1995911046422,1225.7704007394382,15327000
2020-10-15,1217.4951171875,1220.664280381913,1213.9738008688087,1214.5019768242032,14224000
2020-10-16,1202.353515625,1222.601084720566,1201.6492093672919,1221.8967784628578,18851000
2020-10-19,1222.7772216796875,1223.3053976912413,1209.5722840805547,1210.2765904039982,15235000
2020-10-20,1214.325927734375,1222.7770652240765,1212.9174227297653,1219.4317718088405,11712000
2020-10-21,1234.04541015625,1241.6162191372841,1224.7138354635263,1225.77029489054,23975000
2020-10-22,1226.474365234375,1229.6436357213693,1222.0727200713718,1226.6504955181192,16037500
2020-10-23,1227.70703125,1234.2214885593435,1222.601186573422,1234.045465711276,19816500
2020-10-26,1230.7001953125,1232.989029691199,1224.5378910441257,1227.1788785877145,13375000
2020-10-27,1225.59423828125,1231.2283665112732,1219.0798883355328,1227.1788737860263,16171500
2020-10-28,1213.9737548828125,1219.6078822717038,1205.170464419558,1212.7412727255485,18801000
2020-10-29,1213.6219482421875,1219.0800543648354,1193.7265276078053,1196.367515500743,20499500
2020-10-30,1197.7757568359375,1210.9806933896089,1197.7757568359375,1205.6987187681405,26039000
2020-11-02,1223.4814453125,1235.2777694674758,1206.0508858748897,1208.867896054157,28606000
2020-11-04,1228.2349853515625,1241.9682038054575,1228.2349853515625,1236.6862297730477,31390500
2020-11-05,1229.643798828125,1238.0949371696886,1218.9037187285496,1224.5378467769435,28217000
2020-11-06,1235.8060302734375,1259.222762778661,1235.101724010494,1244.7853440847032,55464500
2020-11-09,1262.920166015625,1275.0687511638444,1253.4126757562847,1260.4553088944865,39193000
2020-11-10,1279.4703369140625,1295.8444367006143,1269.7867168028486,1288.8018038924588,44128500
2020-11-11,1321.0218505859375,1321.0218505859375,1297.4290947434959,1301.1264340475796,50376500
2020-11-12,1309.049560546875,1321.7263229080672,1299.3659390498908,1316.4443475460757,29082000
2020-11-13,1288.0975341796875,1312.0425508841427,1282.6395365833025,1307.6409052541383,28673000
2020-11-16,1315.916015625,1316.0920384647234,1296.0204914819126,1302.8871016239402,27563500
2020-11-17,1309.753662109375,1320.1414808863944,1303.415228188877,1319.9654580533447,23499500
2020-11-18,1288.6259765625,1307.2889133507624,1283.520024017112,1303.0632900399542,22772000
2020-11-19,1285.456298828125,1302.358679263985,1271.723188604135,1295.4920704209746,32636500
2020-11-20,1294.4359130859375,1294.4359130859375,1277.0053541506618,1283.1676577695102,20376000
2020-11-24,1308.3450927734375,1323.310687786148,1305.3520597405359,1316.4441851398994,27571500
2020-11-25,1294.083740234375,1324.7192350288233,1289.1539189068435,1320.493612484056,33473500
2020-11-26,1285.456298828125,1288.8015918464184,1278.9419505220233,1281.7589601969844,22660000
2020-11-27,1276.829345703125,1290.0342821780014,1265.5610902597446,1285.2804835546362,37279000
2020-11-30,1232.2847900390625,1281.5832225544486,1232.2847900390625,1279.6464339426827,46772500
2020-12-01,1235.6300048828125,1259.0467393761385,1228.9395246650133,1252.0041059969692,31431500
2020-12-02,1246.369873046875,1262.2157954519585,1241.2639217315327,1260.279007125225,34411500
2020-12-03,1261.335693359375,1268.0261736417028,1253.236600417982,1263.9766809020352,31729000
2020-12-04,1264.3287353515625,1271.019323142235,1251.6520810287407,1252.7084330682894,23686000
2020-12-07,1268.378173828125,1278.7659924324853,1262.0397400129802,1276.4771583306463,22603500
2020-12-08,1267.497802734375,1272.6036467212057,1253.9407139408531,1260.6311931944488,20672000
2020-12-09,1293.90771484375,1296.7247248933236,1273.4840158671848,1275.9489802570954,28535500
2020-12-10,1316.9722900390625,1320.1414532018277,1300.0700148629512,1303.415200855075,32708000
2020-12-11,1376.8348388671875,1376.8348388671875,1335.1072142019468,1338.4525080740434,78526000
2020-12-14,1400.0755615234375,1408.1745470649503,1375.9545202895454,1382.1168246030622,45357000
2020-12-15,1391.80029296875,1402.364242061492,1384.7576602402555,1395.849785295225,24025500
2020-12-16,1405.0052490234375,1411.3435755830847,1396.2019579894559,1399.7232744030487,29555500
2020-12-17,1408.5264892578125,1416.4494507598877,1402.7163389820328,1408.7025120841527,25085500
2020-12-18,1392.856689453125,1403.0685932057766,1388.8071969970997,1399.723299567901,34311000
2020-12-21,1382.11669921875,1396.0259421065355,1371.3767270886215,1394.7934598632298,23712000
2020-12-22,1369.263916015625,1383.7013348786024,1360.9888009083777,1371.552750203915,19459000
2020-12-23,1359.22802734375,1375.9542789755708,1355.88273403257,1371.5526338093023,17744000
2020-12-24,1363.277587890625,1375.954348098723,1360.108424704112,1374.3697127744435,13676000
2020-12-25,1371.376708984375,1372.7852140458228,1364.5100990495002,1366.2707572418221,9966500
2020-12-28,1390.5677490234375,1390.5677490234375,1369.615982063415,1373.6654742101384,18226500
2020-12-29,1410.991455078125,1411.5196310197418,1397.9625420540135,1398.8428711107224,25593500
2020-12-30,1400.9559326171875,1413.8087176488557,1395.3218041553152,1398.490967833224,23459000
2021-01-04,1395.849609375,1413.808342061715,1389.5112837029988,1413.808342061715,21387000
2021-01-05,1375.42626953125,1393.032852327446,1372.6091518066266,1382.1167495013938,29285500
2021-01-06,1376.4825439453125,1386.870470194499,1372.7852047512886,1379.2996615111829,21993000
2021-01-07,1376.4825439453125,1393.0327738259034,1376.4825439453125,1392.6806206974136,28129500
2021-01-08,1397.7867431640625,1397.7867431640625,1377.1870184444215,1377.5391716159315,30802500
2021-01-12,1389.5115966796875,1396.0260540922625,1378.7715162259672,1389.5115966796875,26775500
2021-01-13,1381.412353515625,1385.1098001399992,1374.8980042736234,1382.1166597665667,25074000
2021-01-14,1384.405517578125,1386.870482036553,1371.552734243859,1375.074050634729,27088000
2021-01-15,1361.51708984375,1379.1236734637703,1359.2282554655592,1374.369874393953,30425000
2021-01-18,1344.4383544921875,1362.5732171695306,1338.452181997927,1361.5167579326385,19487000
2021-01-19,1357.1153564453125,1363.8058362971722,1347.0795829364972,1348.6642183449605,20948500
2021-01-20,1353.241943359375,1359.756400643451,1339.1566767828026,1357.1154131603437,22139500
2021-01-21,1363.4537353515625,1376.4825413850701,1357.8196076923484,1358.8759596138054,26310000
2021-01-22,1348.6640625,1364.157831803937,1348.6640625,1355.7066946801567,22639500
2021-01-25,1351.6573486328125,1352.5376777503977,1342.325881478819,1352.5376777503977,19970000
2021-01-26,1320.49365234375,1335.9874230388402,1320.49365234375,1328.4166142578124,34543000
2021-01-27,1325.4234619140625,1327.3602503973314,1314.3313368264232,1323.4867808928414,35456000
2021-01-28,1302.3590087890625,1313.8032881150436,1284.928448061591,1285.8087772405127,108059000
2021-01-29,1285.280517578125,1315.2117077135058,1285.280517578125,1311.6903912269904,37625000
2021-02-01,1284.2242431640625,1288.273735875671,1270.4910220677398,1281.4071253275097,30239000
2021-02-02,1312.57080078125,1312.57080078125,1284.9284431758063,1295.8445464453387,27231500
2021-02-03,1370.1444091796875,1371.2007612509053,1334.5790874671736,1336.3397458939114,47840000
2021-02-04,1366.0948486328125,1385.638113216868,1357.995755793701,1373.313504840098,25249500
2021-02-05,1394.7935791015625,1403.949024097594,1383.1731694081946,1389.687626855105,39170500
2021-02-08,1415.041015625,1422.6118243861304,1406.5898777646207,1408.3505359631183,37398500
2021-02-09,1407.4700927734375,1426.1330251798645,1397.4343203630972,1422.6117090683092,34224000
2021-02-10,1431.4150390625,1452.5429363180351,1409.406812754651,1410.2871418069649,77501000
2021-02-12,1481.24169921875,1496.031270854435,1454.1276278360567,1467.5085869639265,63439000
2021-02-15,1488.8126220703125,1490.3972575321325,1467.5086995310485,1478.0726493777026,32680500
2021-02-16,1461.8743896484375,1490.5730950036696,1456.0642394477654,1490.397072179605,38830000
2021-02-17,1452.0147705078125,1461.6983901508158,1440.9226458636904,1461.346237035025,22478500
2021-02-18,1424.9007568359375,1463.107063871071,1417.5059703997738,1461.34640555113,35121000
2021-02-19,1419.970947265625,1422.0837587601675,1406.7660097523055,1417.3299597629612,20686500
2021-02-22,1419.0904541015625,1439.3380226154186,1416.9776428511861,1434.4082013392363,19143000
2021-02-24,1389.3353271484375,1432.8236056960889,1387.3986461348447,1432.8236056960889,32805000
2021-02-25,1411.69580078125,1428.0699014479126,1411.69580078125,1418.2102579713567,23664000
2021-02-26,1386.1661376953125,1404.477025409652,1379.299635398969,1399.3710737983329,37634000
2021-03-01,1395.3216552734375,1397.0823135135302,1382.2927413119314,1392.8566907524873,19482000
2021-03-02,1394.969482421875,1411.1675594942562,1380.356040728006,1408.3505493347332,24477000
2021-03-03,1403.420654296875,1412.7522290327854,1391.8003527803041,1404.8292668727458,21733500
2021-03-04,1394.7935791015625,1408.8788460302083,1374.0178318742217,1408.5266928645804,27260000
2021-03-05,1403.068603515625,1403.068603515625,1370.8484715455902,1392.6806768476174,33935000
2021-03-08,1401.659912109375,1434.4082182205075,1394.7934097923965,1424.1964224292258,34496000
2021-03-09,1441.8031005859375,1441.8031005859375,1412.047932831964,1424.196517882297,40585000
2021-03-10,1431.0628662109375,1446.0284598938588,1427.0133741185552,1443.73962588182,28637000
2021-03-11,1424.548583984375,1440.0424629552901,1419.0905862528396,1435.6408172162924,29117500
2021-03-12,1434.0560302734375,1434.0560302734375,1411.695650789043,1420.8510944513985,32525000
2021-03-15,1468.388916015625,1468.388916015625,1445.500359770777,1445.6763826032266,32264000
2021-03-16,1455.888427734375,1467.1565766594833,1446.909005702149,1467.1565766594833,28501000
2021-03-17,1462.7547607421875,1462.7547607421875,1431.9432433022437,1445.5003324682277,26795500
2021-03-18,1522.969482421875,1522.969482421875,1477.8966713604555,1479.305176556989,74761500
2021-03-19,1521.912841796875,1533.8852948902172,1515.5744084213143,1522.0888646147916,49527500
2021-03-22,1472.2625732421875,1507.1235880145991,1472.2625732421875,1505.8911056441377,43614000
2021-03-23,1462.0506591796875,1491.1015204118833,1462.0506591796875,1480.1854177291932,30356500
2021-03-24,1429.654541015625,1462.2267195978775,1428.4220587119937,1451.6627697874173,37637000
2021-03-25,1436.1690673828125,1451.6628396918416,1431.767421416494,1448.669698942333,31401000
2021-03-26,1471.7342529296875,1474.7272859418713,1449.902047959802,1457.2968339955407,28822500
2021-03-29,1490.397216796875,1498.6723321096579,1475.607644430963,1494.7988624460093,46138500
2021-03-30,1496.12255859375,1506.67872718643,1471.9684635851804,1505.24739524887,36770500
2021-03-31,1541.56787109375,1547.4722923920658,1510.257009315006,1514.3722385116791,54920000
2021-04-01,1507.03662109375,1555.7026724819266,1503.2793610233764,1555.523796937101,32919500
2021-04-02,1514.0145263671875,1537.8107618063032,1508.646949537148,1522.6026274545245,21686500
